continent,country_code,name,vendor,lifecycle_assigned,lifecycle_original,eol_status,eol_year,generation,tags,description,pros,cons,typical_customers,resource_url,discovery_query,recommended_terminals,cost_band,industry_fit,transport_schema_version,label_dictionary_version,primary_bearer,bearer_family,link_mode,network_type,bearers,control_interfaces,api_capable,hybrid,transport_confidence,transport_classification_source,transport_label_en,transport_label_zh,capability_labels_en,capability_labels_zh
europe,se,Telia Fonster,Telia,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Sweden's incumbent cloud PBX,Telia network; all-Sweden coverage,Carrier pricing; slow innovation,"Swedish SME, public sector",https://www.telia.se/foretag,,"10-2,000 seats",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,se,Ericsson MD110,Ericsson,most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs","Legendary digital PBX, still running in many Swedish orgs",Ericsson reliability; 99.999% uptime reputation,Clunky maintenance; no IP; PSTN phase-out forcing retirement,"Swedish enterprise, government, defense",https://www.ericssonlg-enterprise.com/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Government; Education; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
europe,it,CloudItalia UCaaS,CloudItalia (Fastweb),cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, sip",Italian cloud UCaaS platform,Italian support; Fastweb network; local data center,Italy-only; limited API,"Italian SME, enterprise",https://www.fastweb.it/business/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,it,Siemens HiPath / Unify OpenScape,Siemens/Unify,most_used_eol,most_used_eol,EOL,,ip_pbx,"ip_pbx, digital, fxs","Legacy IP-PBX, EOS migrating, widely deployed in Italy",Very large IT install base; known by IT SI,EOS; complex licensing; expensive maintenance,"Italian enterprise, manufacturing, banking",https://unify.com/en/solutions,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
europe,nl,Voiceworks,Voiceworks,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api, wholesale",Dutch wholesale UCaaS platform for service providers,API-first carrier platform; strong NL base; PSTN migration,Wholesale only; not sold directly to end-customers,"NL service providers, resellers",https://www.voiceworks.com/,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management""]","[""API 管理""]"
europe,nl,KPN Voice,KPN,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Dutch incumbent enterprise voice portfolio,KPN network; NL-wide; PSTN alternative,KPN pricing; limited flexibility,"NL enterprise, government",https://www.kpn.com/zakelijk.htm,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,ch,Swisscom Cloud PBX,Swisscom,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, sip",Swiss-hosted cloud communication platform,Swiss data center; GDPR/Swiss law; Swisscom reliability,Premium pricing; Switzerland-only,"CH SME, enterprise, financial services",https://www.swisscom.ch/en/business.html,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,dk,Telenor Cloud PBX Denmark,Telenor,cutting_edge,cutting_edge,,,cloud,"cloud, hosted, sip",Danish cloud voice platform,Telenor DK network; Nordic reach,Limited API; carrier SLAs,"DK SME, public sector",https://www.telenor.com/business/,,"10-2,000 seats",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,no,Telenor Norway IP Telephony,Telenor,cutting_edge,most_used_current,,,cloud,"cloud, sip, hosted",IP voice from Norway's largest telco,Telenor dominance; PSTN migration complete (2022),Telenor pricing; limited third-party SIP,"NO enterprise, government",https://www.telenor.com/business/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,es,MasMovil Cloud PBX,MasMovil,cutting_edge,cutting_edge,,,cloud,"cloud, hosted, sip",Spanish challenger telco cloud voice,Competitive pricing; Yoigo/MasMovil network; growing,Spain-only; business support limited vs incumbents,"ES SME, startups",https://www.masmovil.es/empresas/,,"10-2,000 seats",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
europe,es,Telefonica PBX Legacy,Telefonica,most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs",Legacy TDM/hosted PBX from Spanish incumbent,Was Spain's only option; universal availability,Obsolete tech; Telefonica migration push; PSTN deadline ES 2025,"ES enterprise, government, any organization on RDSI",https://www.telefonica.com/en/business-solutions/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Government; Education; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
americas,us,Zoom Phone,Zoom Video Communications,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, webrtc, ai",Cloud-native phone system integrated with Zoom Meetings,Zoom simplicity; fast deployment; AI Companion; competitive pricing,Meeting-phone integration still maturing; no analog without ATA,"US SME 1-500 seats, education, healthcare",https://www.zoom.com/en/products/voip-phone/,,"10-2,000 seats",Medium: monthly per-seat subscription,Healthcare; Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]",[],false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,[],[]
americas,us,Twilio Flex,Twilio,cutting_edge,cutting_edge,,,cloud,"cloud, cpaas, api, webrtc, ai",Fully programmable cloud contact center with CPaaS,Full programmability; AI/ML integration; global reach; pay-as-you-go,Requires development investment; not plug-and-play; complex pricing,"US tech-forward enterprises, contact centers, developers",https://www.twilio.com/docs/voice,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api"",""relay""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management"",""Relay""]","[""API 管理"",""繼電器""]"
americas,us,Five9,Five9,cutting_edge,cutting_edge,,,cloud,"cloud, ai, ccaas, api",Intelligent cloud contact center with AI/ML capabilities,AI-native; WFO integration; Salesforce Service Cloud partnership,Expensive; enterprise-focused; complex setup,US enterprise contact centers,https://www.five9.com/products/call-center-software,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api"",""relay""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management"",""Relay""]","[""API 管理"",""繼電器""]"
americas,us,Cisco Webex Calling,Cisco,cutting_edge,mature_active,,,cloud,"cloud, ucaas, sip, enterprise",Cloud calling from Webex portfolio,Cisco ecosystem; enterprise security; global compliance,Complex licensing; Cisco pricing; Webex vs Teams wars,"US enterprise, government, Cisco shops",https://www.webex.com/suite/cloud-calling.html,,"500-50,000 seats/devices",Medium-High: per seat plus add-ons,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
americas,us,Asterisk / FreePBX,Open Source / Sangoma,mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, open_source, linux",Open-source PBX with commercial GUI (FreePBX),FreePBX GUI simplifies Asterisk; huge US community; commercial support via Sangoma,Asterisk complexity; GUI adds abstraction layer; security requires attention,"US SMB, VARs, tech-savvy IT teams",https://www.asterisk.org/,,5-500 seats,Low license cost; medium engineering/ops cost,SMB; Enterprise; Systems integrators,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
americas,us,RingCentral MVP,RingCentral,cutting_edge,most_used_current,,,cloud,"cloud, ucaas, api, webrtc",Market-leading UCaaS platform in North America,Market share leader; full UC suite; extensive integrations; global reach,Past outages; complex add-on pricing; migration from legacy can be painful,"US SME 10-1000 seats, healthcare, legal",https://www.ringcentral.com/office/features/business-phone-system/overview.html,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Healthcare; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management""]","[""API 管理""]"
americas,us,Comcast Business VoiceEdge,Comcast,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip","Cable MSO hosted voice, bundled with broadband",Comcast broadband bundle; US-wide; managed router included,Comcast service reputation; limited advanced features; locked to Comcast,"US SMB 1-100 seats, retail, restaurants",https://business.comcast.com/learn/voice/business-voiceedge,,"10-2,000 seats",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
americas,us,Avaya IP Office / Aura,Avaya,most_used_eol,most_used_eol,EOL,,ip_pbx,"ip_pbx, hybrid, fxs, sip","Legacy on-premise PBX, Avaya restructuring",Gargantuan install base; once the enterprise standard,Avaya bankruptcy; forced cloud migration; declining support quality; parts scarcity,"US enterprise, hospitality, government, education",https://www.avaya.com/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Healthcare; Government; Education; Hospitality; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]","[""sip""]",false,true,derived,tag_rule,Hybrid transport,混合承載,"[""SIP""]","[""SIP""]"
americas,us,Nortel (now Avaya) BCM / CS1000,Nortel / Avaya,most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs","Legendary Canadian digital PBX, EOL after Nortel bankruptcy",Best voice quality of its era; very durable; beloved by telecom engineers,EOL since Nortel bankruptcy 2009; no support; no parts; security nightmare,US/CA enterprise still running on borrowed time,https://www.avaya.com/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
americas,us,Mitel MiVoice Business (older),Mitel,most_used_eol,most_used_eol,EOL,,ip_pbx,"ip_pbx, hybrid, fxs",Legacy Mitel on-prem PBX pre-cloud era,Strong install base; particularly in healthcare/government,Mitel acquisition turmoil; older versions EOL; cloud push,"US healthcare, government, hospitality",https://www.mitel.com/products/cloud-business-phone-systems,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Healthcare; Government; Education; Hospitality; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,hybrid,hybrid,hybrid,mixed,"[""analog_tdm"",""ethernet""]",[],false,true,derived,tag_rule,Hybrid transport,混合承載,[],[]
americas,ca,Dialpad,Dialpad,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, ai, webrtc",AI-powered cloud UCaaS platform,AI-native (transcription; sentiment); Vancouver HQ; modern UX,AI features are add-on cost; less mature than RingCentral; US focus,"CA/US tech companies, professional services",https://www.dialpad.com/products/business-phone-system/,,"10-2,000 seats",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]",[],false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,[],[]
americas,ca,Bell Canada Unified Communications,Bell Canada,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Canadian incumbent cloud voice,Bell network; Canada-wide; French/English support,Bell pricing; limited API; long contracts,"CA enterprise, government, Quebecois orgs",https://business.bell.ca/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
americas,ca,Nortel BCM / CS1000,Nortel (Avaya),most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs",Nortel infrastructure still running in CA orgs,Nortel pride in Canada; still functional for basic voice,EOL since 2009; zero security updates; migrating off is urgent,"CA enterprise, government, healthcare, education",https://www.avaya.com/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Healthcare; Government; Education; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
americas,br,Twilio Brazil,Twilio,cutting_edge,cutting_edge,,,cloud,"cloud, cpaas, api, webrtc",CPaaS platform with Brazilian local numbers and compliance,API-first; local BR numbers; Anatel compliance; flexible,Internet-dependent; latency for voice; per-transaction cost,"BR tech companies, contact centers, developers",https://www.twilio.com/docs/voice,,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management""]","[""API 管理""]"
americas,br,Issabel,Open Source (BR community),mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, open_source, linux",Brazilian open-source PBX distribution based on Asterisk,Portuguese UI; BR community; free; active development,Less international support; documentation mostly in PT-BR,"BR SMB, VARs, tech teams",https://www.issabel.org/,,5-500 seats,Low license cost; medium engineering/ops cost,SMB; Enterprise; Systems integrators,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
americas,br,VONIX Cloud PBX,VONIX (BrisaNet),cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Brazilian cloud PBX market leader,BR #1; local support; Anatel compliance; good voice quality,Brazil-only; limited API; premium pricing,"BR SME, enterprise",https://www.vonix.com.br/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
americas,br,Panasonic KX-TDA Brazil,Panasonic,most_used_eol,most_used_eol,EOL,,tdm,"tdm, hybrid, fxs",Legacy Panasonic PBX widely imported and deployed in BR,Affordable; widely available二手; known by all BR integrators,EOL; no support; high import cost for replacement parts; FXO line scarcity,"BR SMB, retail, outskirt offices",https://connect.panasonic.com/,,8-300 legacy extensions,Low capex sunk cost; high maintenance/migration risk,SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
americas,br,Intelbras (legacy),Intelbras,most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs, fxo",Brazilian national PBX manufacturer legacy TDM lines,National manufacturer; full BR support; affordable for local market,TDM-only; no IP migration path; limited features,"BR SMB, interior offices, rural areas",https://www.intelbras.com/,,8-300 legacy extensions,Low capex sunk cost; high maintenance/migration risk,SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
americas,mx,Telmex Cloud PBX,Telmex (América Móvil),cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Mexican incumbent hosted PBX,Telmex network dominance; Mexico-wide coverage; bundled with internet,Telmex monopoly pricing; support quality; limited features,"MX SME, enterprise, government",https://telmex.com/web/empresas,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
africa,za,Spark,Spark (Vox Telecom),cutting_edge,cutting_edge,,,cloud,"cloud, hosted, sip",South African hosted voice platform,ZA #1; local support; ICASA compliance,ZA-only; internet-dependent; load shedding impact,"ZA SME, enterprise",https://www.vox.co.za/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
africa,za,Vox Cloud PBX,Vox Telecom,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",South Africa's largest independent telecom cloud PBX,Vox network; ZA-wide; FTTH bundle options,Vox-dependent; limited outside major cities,"ZA SME, enterprise",https://www.vox.co.za/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
africa,za,Alcatel-Lucent OmniPCX (SA installs),Alcatel-Lucent,most_used_eol,most_used_eol,EOL,,tdm,"tdm, digital, fxs",Legacy PBX deployed in ZA enterprise pre-cloud,ZA enterprise standard for decades; well-understood,EOL; no factory support; reliance on二手 market,"ZA enterprise, mining companies, government",https://www.al-enterprise.com/,,"500-50,000 seats/devices",Low capex sunk cost; high maintenance/migration risk,Government; Education; Professional services; Distributed offices; SMB retrofit; Retail branches; Legacy facilities,2,2,analog_tdm,analog_tdm,wired,analog,"[""analog_tdm""]",[],false,false,derived,tag_rule,Analog / TDM (wired),類比 / TDM（有線）,[],[]
africa,ng,MTN Business Cloud PBX,MTN,cutting_edge,cutting_edge,,,cloud,"cloud, hosted, sip",Nigeria's largest operator cloud voice,MTN network dominance; Nigeria-wide; mobile-first,Internet reliability dependent on 4G/5G coverage; power outages,"NG SME, enterprise in Lagos/Abuja",https://www.mtn.com/business/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
africa,ng,IHS Telecoms hosted PBX,IHS Nigeria,cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",Nigerian-hosted voice platform via tower infrastructure,IHS tower infrastructure; Nigeria focus; improving reliability,Limited reach beyond major cities; nascent market,"NG SME, retail chains",https://www.ihstowers.com/,,"10-2,000 seats",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
middle_east,ae,Du Cloud PBX,du (Emirates Integrated),cutting_edge,cutting_edge,,,cloud,"cloud, hosted, sip",UAE cloud voice platform for enterprise,UAE #2 telco; local hosting; TRA compliance,UAE-only; expensive; strict VoIP regulation,"UAE enterprise, free zones",https://www.du.ae/business,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
middle_east,ae,Etisalat Cloud Voice,e& (Etisalat),cutting_edge,most_used_current,,,cloud,"cloud, hosted, sip",UAE's,Etisalat network monopoly; UAE-wide; integrated with e& services,Monopoly pricing; strict UAE VoIP regulation; limited third-party SIP,"UAE enterprise, government, hospitality",https://www.etisalat.ae/en/business/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Healthcare; Government; Education; Hospitality; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
middle_east,il,AudioCodes,AudioCodes,cutting_edge,cutting_edge,,,cloud,"cloud, sip, ai, webrtc","Israeli voice networking, now cloud voice and meeting AI",Deep VoIP expertise; SBC/voice tech leader; Microsoft Teams partner,Complex product portfolio; hardware + cloud transition,"Global enterprise, Microsoft Teams shops, service providers",https://www.audiocodes.com/,,"500-50,000 seats/devices",Medium: monthly per-seat subscription,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
middle_east,il,FreeSWITCH (IL community),Open Source,mature_active,mature_active,,,ip_pbx,"ip_pbx, sip, open_source, webrtc",Deployed by Israeli VoIP companies for high-scale platforms,Carrier-grade; used by many IL VoIP ops; active IL community,Expertise required; mainly carrier/wholesale use,"IL VoIP carriers, contact center platforms",https://freeswitch.org/,,"500-50,000 seats/devices",Low license cost; medium engineering/ops cost,Contact center; Retail; Financial services,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""sip""]",false,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""SIP""]","[""SIP""]"
americas,us,Microsoft Teams Phone,Microsoft,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, sip, api, ai","Cloud phone system for Teams with Operator Connect, Direct Routing, calling plans, and AI-assisted call workflows.",Deep Microsoft 365 integration; Multiple PSTN connectivity models; Enterprise compliance controls,Best value inside Microsoft estate; Licensing can be complex; Analog/legacy devices need gateways,"Enterprise, education, public sector",https://www.microsoft.com/en-us/microsoft-teams/microsoft-teams-phone,Microsoft Microsoft Teams Phone official cloud PBX VoIP API eSIM UCaaS,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Government; Education; Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api"",""sip""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management"",""SIP""]","[""API 管理"",""SIP""]"
americas,us,Zoom Phone,Zoom,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api, ai","Cloud VoIP phone system integrated with Zoom Meetings, Contact Center, and AI Companion features.",Fast user adoption; Strong video/phone/contact-center bundle; Modern admin experience,Cloud dependency; Advanced routing requires careful design; Regional PSTN availability varies,SMB to enterprise,https://www.zoom.com/en/products/voip-phone/,Zoom Zoom Phone official cloud PBX VoIP API eSIM UCaaS,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api"",""relay""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management"",""Relay""]","[""API 管理"",""繼電器""]"
americas,us,RingCentral RingEX,RingCentral,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, api, webrtc","Global UCaaS suite with calling, messaging, meetings, analytics, and developer APIs.",Mature UCaaS feature set; Global PSTN footprint; Rich API ecosystem,Premium pricing; Migration from legacy PBX can be involved; Carrier coverage differs by country,"SMB, enterprise, distributed teams",https://www.ringcentral.com/office/features/business-phone-system/overview.html,RingCentral RingCentral RingEX official cloud PBX VoIP API eSIM UCaaS,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Professional services; Distributed offices,2,2,ethernet,ethernet,wired,ip,"[""ethernet""]","[""api"",""messaging""]",true,false,derived,tag_rule,Ethernet / IP (wired),乙太網路 / IP（有線）,"[""API management"",""Messaging""]","[""API 管理"",""訊息傳遞""]"
americas,us,8x8 Work,8x8,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, contact_center, api",Cloud business phone and unified communications platform with contact-center adjacency.,Integrated UC and CC; International calling plans; Mature enterprise controls,Plan packaging can be complex; Local support varies; Advanced analytics cost extra,International SMB and enterprise,https://www.8x8.com/products/business-phone,8x8 8x8 Work official cloud PBX VoIP API eSIM UCaaS,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management""]","[""API 管理""]"
americas,us,Dialpad Ai Voice,Dialpad,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, ai, api","AI-centered cloud business phone service with transcription, summaries, and coaching.",Native AI call intelligence; Clean cloud administration; Good mobile/desktop UX,AI accuracy needs validation; Less suitable for analog-heavy sites; Coverage differs by market,"Sales, support, modern SMB",https://www.dialpad.com/products/business-phone-system/,Dialpad Dialpad Ai Voice official cloud PBX VoIP API eSIM UCaaS,"100-100,000+ API endpoints/devices",Usage-based: per minute/API event,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]","[""api""]",true,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,"[""API management""]","[""API 管理""]"
americas,us,NextivaONE,Nextiva,cutting_edge,cutting_edge,,,cloud,"cloud, ucaas, crm",Cloud business phone and customer conversation platform for US SMB and mid-market.,Strong SMB onboarding; Phone plus customer context; US-focused support,International footprint smaller than global UCaaS leaders; Advanced integrations may need higher tiers; Legacy migration effort remains,"US SMB, service teams",https://www.nextiva.com/products/business-phone-service.html,Nextiva NextivaONE official cloud PBX VoIP API eSIM UCaaS,"10-2,000 seats",Medium: monthly per-seat subscription,Contact center; Retail; Financial services; Professional services; Distributed offices,2,2,cloud_or_platform,cloud_or_platform,unknown,ip,"[""cloud_or_platform""]",[],false,false,derived,tag_rule,Cloud platform (bearer unspecified),雲端平台（承載未指定）,[],[]
